section,instance_id,J,K,rep,kappa,service_seed,lateness_seed,seed_protocol,file,instance_rule,test_K,test_service_seed,test_lateness_seed,reported_method_count,sha256
5.4,S54_K50_KAPPA1_R6,4,50,6,1,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K50_KAPPA1.5_R6,4,50,6,1.5,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K50_KAPPA2_R6,4,50,6,2,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA0_R6,4,200,6,0,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA0.25_R6,4,200,6,0.25,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA0.75_R6,4,200,6,0.75,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA1_R6,4,200,6,1,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA1.5_R6,4,200,6,1.5,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K200_KAPPA2_R6,4,200,6,2,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA0_R6,4,500,6,0,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA0.25_R6,4,500,6,0.25,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA0.75_R6,4,500,6,0.75,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA1_R6,4,500,6,1,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA1.5_R6,4,500,6,1.5,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K500_KAPPA2_R6,4,500,6,2,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K50_KAPPA0_R7,4,50,7,0,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA0.25_R7,4,50,7,0.25,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA0.75_R7,4,50,7,0.75,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA1_R7,4,50,7,1,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA1.5_R7,4,50,7,1.5,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA2_R7,4,50,7,2,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA0_R7,4,200,7,0,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA0.25_R7,4,200,7,0.25,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA0.75_R7,4,200,7,0.75,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA1_R7,4,200,7,1,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA1.5_R7,4,200,7,1.5,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K200_KAPPA2_R7,4,200,7,2,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA0_R7,4,500,7,0,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA0.25_R7,4,500,7,0.25,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA0.75_R7,4,500,7,0.75,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA1_R7,4,500,7,1,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA1.5_R7,4,500,7,1.5,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K500_KAPPA2_R7,4,500,7,2,2095,2095,common_replication_seed,instances/section_5_4/rep_07_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,d97baa93de3043b7d829319d245ffdd6cde1a6ba91aae970862ae71f19afa37c
5.4,S54_K50_KAPPA0_R8,4,50,8,0,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA0.25_R8,4,50,8,0.25,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA0.75_R8,4,50,8,0.75,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA1_R8,4,50,8,1,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA1.5_R8,4,50,8,1.5,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA2_R8,4,50,8,2,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA0_R8,4,200,8,0,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA0.25_R8,4,200,8,0.25,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA0.75_R8,4,200,8,0.75,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA1_R8,4,200,8,1,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA1.5_R8,4,200,8,1.5,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K200_KAPPA2_R8,4,200,8,2,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA0_R8,4,500,8,0,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA0.25_R8,4,500,8,0.25,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA0.75_R8,4,500,8,0.75,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA1_R8,4,500,8,1,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA1.5_R8,4,500,8,1.5,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K500_KAPPA2_R8,4,500,8,2,2105,2105,common_replication_seed,instances/section_5_4/rep_08_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,e3ad22c1394f27959dc3e306d5b626e227a23fbc6ead5f233e97451c121858b7
5.4,S54_K50_KAPPA0_R9,4,50,9,0,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K50_KAPPA0.25_R9,4,50,9,0.25,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K50_KAPPA0.75_R9,4,50,9,0.75,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K50_KAPPA1_R9,4,50,9,1,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K50_KAPPA1.5_R9,4,50,9,1.5,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K50_KAPPA2_R9,4,50,9,2,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA0_R9,4,200,9,0,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA0.25_R9,4,200,9,0.25,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA0.75_R9,4,200,9,0.75,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA1_R9,4,200,9,1,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA1.5_R9,4,200,9,1.5,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K200_KAPPA2_R9,4,200,9,2,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA0_R9,4,500,9,0,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA0.25_R9,4,500,9,0.25,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA0.75_R9,4,500,9,0.75,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA1_R9,4,500,9,1,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA1.5_R9,4,500,9,1.5,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
5.4,S54_K500_KAPPA2_R9,4,500,9,2,2115,2115,common_replication_seed,instances/section_5_4/rep_09_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,0ac63ecdbc353c793cb3f13abe6061cd1a692abd5f234cb9cd0f41c3bb82bf6e
